query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|NP_253005.1|ARO:3004069|MvaT,gb|BCT36862.1|ARO:3007825|GES-47,23.881,lt_40,antibiotic efflux,antibiotic inactivation,0
gb|ACL68095.1|ARO:3002431|OKP-A-14,gb|WP_023289605.1|ARO:3006141|OKP-A-17,98.252,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK13430.1|ARO:3002199|IMP-8,gb|ABM68358.1|ARO:3002215|IMP-24,99.593,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGU69252.1|ARO:3001685|OXA-314,gb|WP_122630893.1|ARO:3005898|OXA-691,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACL68096.1|ARO:3002430|OKP-A-13,gb|WP_023289605.1|ARO:3006141|OKP-A-17,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFO55202.1|ARO:3001680|OXA-242,gb|WP_122630890.1|ARO:3005895|OXA-688,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AEM44653.1|ARO:3001973|CTX-M-113,gb|WP_168247878.1|ARO:3005658|CTX-M-235,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAT46414.1|ARO:3000987|TEM-125,gb|WP_148044474.1|ARO:3000909|TEM-39,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAF27723.1|ARO:3002330|GES-1,gb|AJP67510.1|ARO:3003181|GES-26,99.652,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABQ52429.1|ARO:3001636|OXA-104,gb|WP_128268249.1|ARO:3005954|OXA-750,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ77817.2|ARO:3001438|OXA-100,gb|ULU82627.1|ARO:3008496|OXA-1078,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42480.1|ARO:3001938|CTX-M-77,gb|WPW57311.1|ARO:3008159|CTX-M-270,98.969,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25653.1|ARO:3001837|ACT-15,gb|UEG31058.1|ARO:3007966|ACT-94,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA62365.1|ARO:3002645|APH(3')-IIb,gb|CAA23892.1|ARO:3002644|APH(3')-IIa,53.282,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABN49112.1|ARO:3001148|SHV-96,gb|WP_063864666.1|ARO:3003590|SHV-190,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK14792.1|ARO:3000955|TEM-88,gb|WP_075985686.1|ARO:3005256|TEM-225,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIN56719.1|ARO:3002496|OXA-418,gb|QTG68656.1|ARO:3008730|OXA-953,98.913,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAW81336.1|ARO:3001613|OXA-64,gb|WP_128268239.1|ARO:3005944|OXA-740,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAL08007.1|ARO:3001001|TEM-137,gb|AAA25053.1|ARO:3000884|TEM-12,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABN49110.1|ARO:3001145|SHV-93,gb|AAG01039.1|ARO:3001085|SHV-27,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW83454.1|ARO:3001543|OXA-356,gb|QTG68656.1|ARO:3008730|OXA-953,99.275,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45504.1|ARO:3002082|CMY-69,gb|WP_111273851.1|ARO:3005184|CMY-162,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP69660.1|ARO:3001811|OXA-129,gb|WP_140423320.1|ARO:3006024|OXA-827,81.203,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16415.1|ARO:3001521|OXA-333,gb|WP_140423313.1|ARO:3005864|OXA-644,96.35,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAD10948.2|ARO:3002563|AAC(6')-Isa,gb|APB03223.1|ARO:3003989|AAC(6')-34,31.967,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76104.1|ARO:3002180|MIR-15,gb|AIT76111.1|ARO:3002175|MIR-10,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGH33739.1|ARO:3002377|VEB-8,gb|WP_063865152.1|ARO:3006209|VEB-12,99.666,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIA08936.1|ARO:3000444|rphA,gb|APB03222.1|ARO:3003992|rphB,55.43,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA33795.1|ARO:3003563|RCP-1,gb|WP_128268281.1|ARO:3006981|RSA2-1,54.902,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAP12358.1|ARO:3002451|OKP-B-18,gb|WP_049003700.1|ARO:3006150|OKP-B-41,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF06441.1|ARO:3002034|CMY-23,gb|WP_109791215.1|ARO:3005183|CMY-160,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30278.1|ARO:3001564|OXA-378,gb|WP_152315483.1|ARO:3006062|OXA-870,98.905,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABN09669.1|ARO:3001922|CTX-M-61,gb|WP_116786829.1|ARO:3005645|CTX-M-222,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABS29619.1|ARO:3000841|CGB-1,gb|WDE35088.1|ARO:3008226|IND-18,92.149,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABV31692.1|ARO:3001643|OXA-112,gb|ABV31687.1|ARO:3001638|OXA-107,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADM47435.1|ARO:3001695|OXA-134,gb|AGW16417.1|ARO:3001523|OXA-335,98.901,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAM22276.1|ARO:3000963|TEM-96,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAX55643.1|ARO:3003558|Yent_y56,gb|PRF31748.1|ARO:3008988|PEN-A10,62.406,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAZ78361.1|ARO:3001703|OXA-86,gb|ULU82627.1|ARO:3008496|OXA-1078,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGA83484.1|ARO:3001369|TEM-153,gb|WP_148044473.1|ARO:3005272|TEM-242,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AEZ05108.1|ARO:3002349|GES-20,gb|WP_123002100.1|ARO:3006169|GES-40,99.652,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA74573.1|ARO:3001867|CTX-M-4,gb|BDD95705.1|ARO:3008142|CTX-M-253,96.907,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AEK78851.1|ARO:3002163|FOX-9,gb|CAB89086.1|ARO:3002158|FOX-4,95.55,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAO38247.1|ARO:3000361|EreA,gb|CAA27626.1|ARO:3000363|EreB,25.063,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06588.1|ARO:3001121|SHV-66,gb|WXU52833.1|ARO:3009063|SHV-244,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9,gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7,99.495,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47132.2|ARO:3001131|SHV-77,gb|WKB12817.1|ARO:3009051|SHV-232,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25644.1|ARO:3002090|CMY-77,gb|BDT38920.1|ARO:3008120|CMY-183,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFK24647.1|ARO:3002301|VIM-31,gb|WP_114699277.1|ARO:3005508|VIM-60,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADM25824.1|ARO:3001178|SHV-134,gb|WXU52833.1|ARO:3009063|SHV-244,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK69830.1|ARO:3002455|LEN-2,gb|ALK01320.1|ARO:3004829|LEN-37,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACL37342.1|ARO:3002592|AAC6_IB_HZ,gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8,99.419,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL38577.1|ARO:3002577|AAC(6')-Ib4,gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8,98.913,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB58555.1|ARO:3001413|OXA-18,gb|EJN1410585.1|ARO:3008649|OXA-1239,88.476,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19606.1|ARO:3002425|OKP-A-8,gb|WP_023289605.1|ARO:3006141|OKP-A-17,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAZ04368.1|ARO:3002385|BEL-1,gb|WP_065158950.1|ARO:3006154|BEL-4,99.647,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAD20273.1|ARO:3002256|IND-1,gb|WP_052769157.1|ARO:3005493|IND-16,93.305,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW25367.1|ARO:3001386|TEM-209,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76796.1|ARO:3000899|TEM-29,gb|AAN04881.1|ARO:3000978|TEM-115,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABY91240.1|ARO:3002315|KPC-5,gb|AAK70220.1|ARO:3002312|KPC-2,99.659,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB49832.1|ARO:3002636|APH(2'')-IIIa,gb|AAA88548.1|ARO:3002597|AAC6_Ie_APH2_Ia,24.913,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAF37209.2|ARO:3001083|SHV-25,gb|WKB12817.1|ARO:3009051|SHV-232,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGK07369.1|ARO:3001690|OXA-255,gb|UTS94248.1|ARO:3008557|OXA-1139,99.273,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACI29348.1|ARO:3001946|CTX-M-86,gb|WP_168247878.1|ARO:3005658|CTX-M-235,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADQ43421.1|ARO:3002646|APH(3')-IIc,gb|CAA23892.1|ARO:3002644|APH(3')-IIa,49.425,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAD89802.1|ARO:3002212|IMP-21,gb|BAM62795.1|ARO:3002232|IMP-41,99.592,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFO55201.1|ARO:3001679|OXA-241,gb|WP_122630889.1|ARO:3005894|OXA-687,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABC18328.3|ARO:3001916|CTX-M-54,gb|ABP04245.1|ARO:3001923|CTX-M-62,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAC32891.1|ARO:3000898|TEM-28,gb|BCD58813.1|ARO:3000930|TEM-61,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAT49068.1|ARO:3002205|IMP-14,gb|WP_063860615.1|ARO:3005464|IMP-54,99.593,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAD11815.1|ARO:3002593|AAC(6')-Ib-SK,gb|AZK52946.1|ARO:3005118|AAC(6')-Ib-cr8,30.435,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAV83795.1|ARO:3001000|TEM-136,gb|WP_109963600.1|ARO:3000877|TEM-5,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47129.2|ARO:3001128|SHV-74,gb|WP_063864666.1|ARO:3003590|SHV-190,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACR66323.1|ARO:3001059|SHV-1,gb|WP_065419573.1|ARO:3005223|SHV-194,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHA80103.1|ARO:3002114|CMY-102,gb|ABN51006.1|ARO:3002045|CMY-34,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHI63011.1|ARO:3001552|OXA-365,gb|WP_001021774.1|ARO:3006048|OXA-856,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47918.1|ARO:3001630|OXA-95,gb|UOX08354.1|ARO:3008536|OXA-1118,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47131.2|ARO:3001130|SHV-76,gb|WKB12817.1|ARO:3009051|SHV-232,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL86924.1|ARO:3001884|CTX-M-22,gb|AEI70324.1|ARO:3001976|CTX-M-116,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA52904.1|ARO:3002688|catS,gb|AAB23649.1|ARO:3004460|Vang_ACT_CHL,60.976,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAA02563.2|ARO:3002182|MOX-1,gb|WP_063859897.1|ARO:3006464|CMY-8b,99.476,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|PXK69226.1|ARO:3002462|LEN-12,gb|CTQ12020.1|ARO:3004840|LEN-34,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAL15076.1|ARO:3001484|OXA-206,gb|WP_171476790.1|ARO:3006102|OXA-916,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAD37413.1|ARO:3001060|SHV-2,gb|CAA39164.1|ARO:3001064|SHV-5,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACY29468.1|ARO:3002289|VIM-19,gb|WAU52774.1|ARO:3007823|VIM-86,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACU00153.1|ARO:3001974|CTX-M-114,gb|WP_069280706.1|ARO:3005613|CTX-M-190,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADX78234.1|ARO:3002297|VIM-27,gb|AJP08641.1|ARO:3003178|VIM-42,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB66655.1|ARO:3002663|APH(9)-Ib,gb|WCI13726.1|ARO:3007539|APH(9)-Ic,28.395,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ABS72351.1|ARO:3001152|SHV-103,gb|WP_065419573.1|ARO:3005223|SHV-194,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACV44456.1|ARO:3002405|OXY-2-10,gb|ALC79260.1|ARO:3008788|OXY-2-17,99.655,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47126.2|ARO:3001125|SHV-71,gb|WP_109791212.1|ARO:3005213|SHV-204,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGN11769.1|ARO:3001999|CTX-M-141,gb|BDD95705.1|ARO:3008142|CTX-M-253,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30282.1|ARO:3001570|OXA-384,gb|AJD07404.1|ARO:3001599|OXA-408,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN05029.1|ARO:3000981|TEM-118,gb|AAN04881.1|ARO:3000978|TEM-115,99.234,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACS44715.1|ARO:3002576|AAC(6')-Ib3,gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7,99.457,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFO59566.1|ARO:3002226|IMP-35,gb|WP_240067720.1|ARO:3007462|IMP-92,96.721,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76109.1|ARO:3002153|DHA-22,gb|WP_032097955.1|ARO:3002137|DHA-4,99.208,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAG33665.1|ARO:3001431|OXA-37,gb|ACC55538.1|ARO:3001415|OXA-20,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP12359.2|ARO:3002452|OKP-B-19,gb|WP_048324114.1|ARO:3006151|OKP-B-45,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN05030.1|ARO:3002475|LEN-3,gb|AYW19907.1|ARO:3004847|LEN-51,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76793.1|ARO:3000891|TEM-20,gb|CAG25427.1|ARO:3000999|TEM-135,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFP97028.1|ARO:3002228|IMP-37,gb|WP_148044418.1|ARO:3005489|IMP-84,99.184,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAP28835.1|ARO:3003116|OXA-420,gb|ABO33299.1|ARO:3001647|OXA-97,99.286,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ32502.1|ARO:3002274|VIM-4,gb|UBL87558.1|ARO:3007816|VIM-79,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACT09125.1|ARO:3001799|OXA-161,gb|QEJ74001.1|ARO:3005316|OXA-838,99.636,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFQ23964.1|ARO:3001197|SHV-158,gb|WP_063864666.1|ARO:3003590|SHV-190,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF70513.1|ARO:3002221|IMP-30,gb|WP_116786839.1|ARO:3005484|IMP-79,99.187,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA06312.1|ARO:3001870|CTX-M-7,gb|AAC32890.1|ARO:3001868|CTX-M-5,97.251,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16405.1|ARO:3001511|OXA-323,gb|QWA20209.1|ARO:3008430|OXA-1009,98.168,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAU25807.1|ARO:3002456|LEN-5,gb|CTQ12020.1|ARO:3004840|LEN-34,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP12356.2|ARO:3002438|OKP-B-5,gb|WP_048324114.1|ARO:3006151|OKP-B-45,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAG14343.1|ARO:3002052|CMY-41,gb|ARM19732.1|ARO:3005216|CMY-152,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGK07368.1|ARO:3001689|OXA-253,gb|WP_109545071.1|ARO:3005340|OXA-649,98.545,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAD88479.1|ARO:3002025|CMY-14,gb|WP_190259774.1|ARO:3005177|CMY-173,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACP18864.1|ARO:3001035|TEM-169,gb|AEL88240.1|ARO:3001050|TEM-190,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAB15941.1|ARO:3002197|IMP-6,gb|WP_114699282.1|ARO:3005483|IMP-78,99.593,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAK55557.1|ARO:3002585|AAC(6')-31,gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8,84.706,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIL92326.1|ARO:3002254|CARB-17,gb|WP_025623492.1|ARO:3005563|CARB-27,99.647,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAV66328.1|ARO:3001114|SHV-59,gb|WP_122630878.1|ARO:3005228|SHV-226,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAF05611.1|ARO:3000946|TEM-79,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAP70012.1|ARO:3001782|OXA-48,gb|URT56864.1|ARO:3008652|OXA-1242,99.623,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGC60013.1|ARO:3001787|OXA-245,gb|URT56864.1|ARO:3008652|OXA-1242,99.245,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAD08929.1|ARO:3001883|CTX-M-21,gb|WP_063860072.1|ARO:3001934|CTX-M-73,98.282,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAS13399.1|ARO:3002028|CMY-17,gb|WP_104009849.1|ARO:3005182|CMY-156,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAA16194.1|ARO:3002540|AAC(3)-VIa,gb|ABS70978.1|ARO:3004621|AAC(3)-IIe,49.281,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AEN03071.1|ARO:3000467|NDM-5,gb|WXH45425.1|ARO:3008413|NDM-68,99.63,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACQ82806.1|ARO:3002498|PDC-2,gb|WP_148044440.1|ARO:3006717|PDC-348,99.748,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP12347.2|ARO:3002466|LEN-19,gb|CTQ12020.1|ARO:3004840|LEN-34,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAA21889.1|ARO:3002554|AAC(6')-Ig,gb|AAA87229.1|ARO:3002558|AAC(6')-Ik,84.828,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ACC58995.1|ARO:3001611|OXA-58,gb|ABO33299.1|ARO:3001647|OXA-97,99.643,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CBH51824.1|ARO:3002629|ANT(6)-Ib,gb|AAA27459.1|ARO:3004683|aadS,29.21,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AHM76771.1|ARO:3001838|ACT-17,gb|ACJ05688.1|ARO:3001830|ACT-7,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AJT57878.1|ARO:3003162|OXA-435,gb|ADK35872.1|ARO:3001468|OXA-168,99.634,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAC64366.1|ARO:3002847|arr-2,gb|AAC05822.1|ARO:3002846|arr-1,59.701,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA30246.1|ARO:3001397|OXA-2,gb|ULU82657.1|ARO:3008500|OXA-1082,99.636,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIS19858.1|ARO:3003177|IMI-7,gb|AAA93461.1|ARO:3001858|IMI-1,99.658,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA30578.1|ARO:3002652|APH(3')-VIa,gb|CAF29483.1|ARO:3002653|APH(3')-VIb,93.436,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADM26745.1|ARO:3001474|OXA-180,gb|AGV04655.1|ARO:3001715|OXA-259,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADK73994.1|ARO:3002161|FOX-8,gb|WP_168247879.1|ARO:3006475|FOX-17,99.476,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AET99222.1|ARO:3001046|TEM-186,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19620.1|ARO:3002444|OKP-B-11,gb|WP_060655783.1|ARO:3006148|OKP-B-36,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFO09968.1|ARO:3001476|OXA-184,gb|AFO09969.1|ARO:3001477|OXA-185,99.597,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAF63422.1|ARO:3001925|CTX-M-64,gb|WP_087587947.1|ARO:3005622|CTX-M-199,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAV65289.1|ARO:3001418|OXA-23,gb|ADK35869.1|ARO:3001465|OXA-165,99.634,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAE48233.1|ARO:3002030|CMY-19,gb|WP_063859897.1|ARO:3006464|CMY-8b,99.215,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACQ82814.1|ARO:3002508|PDC-9,gb|WP_003137570.1|ARO:3006709|PDC-34,99.496,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAD53575.1|ARO:3002531|AAC(3)-Ic,gb|CAE50926.1|ARO:3002590|AAC(6')-Iih,29.348,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAB63533.1|ARO:3002556|AAC(6')-Ii,gb|CAE50926.1|ARO:3002590|AAC(6')-Iih,67.213,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABD48715.1|ARO:3001626|OXA-88,gb|WP_152315505.1|ARO:3006084|OXA-892,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACM04459.1|ARO:3001158|SHV-109,gb|WKB12817.1|ARO:3009051|SHV-232,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFJ79785.1|ARO:3002171|MIR-6,gb|WP_044597278.1|ARO:3006860|MIR-20,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK30619.1|ARO:3000957|TEM-90,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39327.1|ARO:3002099|CMY-86,gb|BDT38920.1|ARO:3008120|CMY-183,98.95,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADK35873.1|ARO:3001469|OXA-169,gb|ADK35869.1|ARO:3001465|OXA-165,99.267,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA53242.1|ARO:3001402|OXA-7,gb|AAR32651.1|ARO:3001795|OXA-56,98.876,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAC87665.1|ARO:3000855|CAU-1,gb|WP_063860835.1|ARO:3006951|MBL1b,99.303,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN32638.1|ARO:3000842|EBR-1,gb|ALG03771.1|ARO:3004463|EBR-2,98.298,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFH88134.1|ARO:3001983|CTX-M-124,gb|AIL54055.1|ARO:3001975|CTX-M-115,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ00120.1|ARO:3001022|TEM-156,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AET07387.1|ARO:3002076|CMY-63,gb|BDT38920.1|ARO:3008120|CMY-183,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHA11126.1|ARO:3001550|OXA-363,gb|ENX16434.1|ARO:3001739|OXA-284,98.551,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAC09015.1|ARO:3002481|AER-1,gb|AAL85333.1|ARO:3004773|CKO-1,51.957,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFN20670.1|ARO:3001499|OXA-240,gb|XBS36001.1|ARO:3008667|OXA-1257,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAX54694.1|ARO:3001901|CTX-M-39,gb|ACR56321.1|ARO:3001949|CTX-M-89,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL05630.1|ARO:3002313|KPC-3,gb|UNN26056.1|ARO:3008252|KPC-122,99.659,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAZ14084.2|ARO:3001013|TEM-146,gb|CAD09800.1|ARO:3000873|TEM-1,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
