query_id,pident,true_label,pred_label_embedding,embedding_correct,blast_correct
gb|WP_213994614.1|ARO:3007245|MCR-1.31,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_109545052.1|ARO:3007246|MCR-1.14,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_160164899.1|ARO:3007247|MCR-1.25,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331892.1|ARO:3007248|MCR-3.33,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_111273843.1|ARO:3007249|MCR-3.14,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331896.1|ARO:3007250|MCR-3.37,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_039039919.1|ARO:3007251|MCR-3.38,28.571000,antibiotic target alteration,antibiotic target alteration,1,0
gb|WP_111273844.1|ARO:3007252|MCR-3.15,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_017778762.1|ARO:3007253|MCR-3.27,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331891.1|ARO:3007254|MCR-3.32,40.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331890.1|ARO:3007255|MCR-3.31,28.571000,antibiotic target alteration,antibiotic target alteration,1,0
gb|WP_094313523.1|ARO:3007256|MCR-3.23,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331895.1|ARO:3007257|MCR-3.36,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_103252528.1|ARO:3007258|MCR-3.25,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_094308975.1|ARO:3007259|MCR-3.22,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_111273845.1|ARO:3007260|MCR-3.16,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_140423331.1|ARO:3007261|MCR-3.26,25.510000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AWY10763.1|ARO:3007262|MCR-3.21,27.941000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_111273847.1|ARO:3007263|MCR-3.18,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331897.1|ARO:3007264|MCR-3.40,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_094321595.1|ARO:3007265|MCR-3.24,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BCG06510.1|ARO:3007266|MCR-3.20,40.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331894.1|ARO:3007267|MCR-3.35,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331893.1|ARO:3007268|MCR-3.34,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_111273842.1|ARO:3007269|MCR-3.13,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_150823496.1|ARO:3007270|MCR-3.28,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|UUD58346.1|ARO:3007271|MCR-3.39,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_136512112.1|ARO:3007272|MCR-3.29,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AWM63467.1|ARO:3007273|MCR-3.19,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AXF93714.1|ARO:3007282|MCR-5.3,35.714000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331886.1|ARO:3007283|MCR-2.4,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|HCJ5800995.1|ARO:3007284|MCR-2.3,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_219860731.1|ARO:3007285|MCR-2.8,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331887.1|ARO:3007286|MCR-2.5,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331889.1|ARO:3007287|MCR-2.7,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331888.1|ARO:3007288|MCR-2.6,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_213994615.1|ARO:3007289|MCR-1.32,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|PNM48229.1|ARO:3007431|almF,61.538000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MCO7070877.1|ARO:3007433|almE,44.118000,antibiotic target alteration,antibiotic target alteration,1,1
gb|RHO92765.1|ARO:3005023|cfrE,31.373000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBA2799562.1|ARO:3005221|MCR-3.41,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_223106954.1|ARO:3007533|MCR-4.7,27.536000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WGG63489.1|ARO:3007654|erm(56),33.333000,antibiotic target alteration,antibiotic target alteration,1,1
