query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|WP_001985623.1|ARO:3004578|Abau_AbuO,gb|AAO42740.1|ARO:3007123|tet(O/W/O),32.075,lt_40,antibiotic efflux,antibiotic target protection,0
gb|AHL30277.1|ARO:3001563|OXA-377_mut15_1,gb|ENW50687.1|ARO:3001718|OXA-262,82.482,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30277.1|ARO:3001563|OXA-377_mut30_1,gb|ABX45061.1|ARO:3001444|OXA-122,73.358,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30277.1|ARO:3001563|OXA-377_mut45_1,gb|AHI63011.1|ARO:3001552|OXA-365,51.648,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30277.1|ARO:3001563|OXA-377_mut60_1,gb|AEB98922.1|ARO:3001481|OXA-196,44.195,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADL13944.1|ARO:3000903|TEM-33_mut15_1,gb|ACP18864.1|ARO:3001035|TEM-169,84.965,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADL13944.1|ARO:3000903|TEM-33_mut30_1,gb|ACP18864.1|ARO:3001035|TEM-169,70.526,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADL13944.1|ARO:3000903|TEM-33_mut45_1,gb|ACP18864.1|ARO:3001035|TEM-169,55.594,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADL13944.1|ARO:3000903|TEM-33_mut60_1,gb|AAL29435.1|ARO:3000950|TEM-83,40.217,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFU91598.1|ARO:3001788|OXA-204_mut15_1,gb|AGC60013.1|ARO:3001787|OXA-245,84.151,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFU91598.1|ARO:3001788|OXA-204_mut30_1,gb|AGC60013.1|ARO:3001787|OXA-245,73.208,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFU91598.1|ARO:3001788|OXA-204_mut45_1,gb|AGC60012.1|ARO:3001786|OXA-244,55.682,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFU91598.1|ARO:3001788|OXA-204_mut60_1,gb|AGC60012.1|ARO:3001786|OXA-244,43.58,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16407.1|ARO:3001513|OXA-325_mut15_1,gb|AGW83452.1|ARO:3001541|OXA-354,84.559,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16407.1|ARO:3001513|OXA-325_mut30_1,gb|AGW83452.1|ARO:3001541|OXA-354,66.912,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16407.1|ARO:3001513|OXA-325_mut45_1,gb|AGW83451.1|ARO:3001540|OXA-353,51.648,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16407.1|ARO:3001513|OXA-325_mut60_1,gb|AGW16408.1|ARO:3001514|OXA-326,37.5,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90846.1|ARO:3003556|SLB-1_mut15_1,gb|CBY88906.1|ARO:3004105|TMB-1,42.718,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90846.1|ARO:3003556|SLB-1_mut30_1,gb|CBY88906.1|ARO:3004105|TMB-1,36.667,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90846.1|ARO:3003556|SLB-1_mut45_1,gb|CBY88906.1|ARO:3004105|TMB-1,35.673,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90846.1|ARO:3003556|SLB-1_mut60_1,gb|AJP77076.1|ARO:3003715|PEDO-3,34.234,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63262.1|ARO:3001864|CTX-M-1_mut15_1,gb|CFW94147.1|ARO:3003650|CTX-M-166,82.474,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63262.1|ARO:3001864|CTX-M-1_mut30_1,gb|AEI70324.1|ARO:3001976|CTX-M-116,68.512,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63262.1|ARO:3001864|CTX-M-1_mut45_1,gb|AIT97310.1|ARO:3003166|CTX-M-158,51.724,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63262.1|ARO:3001864|CTX-M-1_mut60_1,gb|CDG50843.1|ARO:3001962|CTX-M-103,39.245,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAA38429.1|ARO:3000874|TEM-2_mut15_1,gb|AAA25053.1|ARO:3000884|TEM-12,84.615,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA38429.1|ARO:3000874|TEM-2_mut30_1,gb|AAF05611.1|ARO:3000946|TEM-79,70.07,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA38429.1|ARO:3000874|TEM-2_mut45_1,gb|AAR89358.1|ARO:3000989|TEM-127,57.692,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA38429.1|ARO:3000874|TEM-2_mut60_1,gb|WP_148044474.1|ARO:3000909|TEM-39,43.11,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45503.1|ARO:3002162|FOX-10_mut15_1,gb|AAG12974.1|ARO:3002159|FOX-5,88.482,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45503.1|ARO:3002162|FOX-10_mut30_1,gb|AAG12974.1|ARO:3002159|FOX-5,74.803,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45503.1|ARO:3002162|FOX-10_mut45_1,gb|AAG12974.1|ARO:3002159|FOX-5,52.646,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45503.1|ARO:3002162|FOX-10_mut60_1,gb|AAG12974.1|ARO:3002159|FOX-5,47.383,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76105.1|ARO:3002147|DHA-16_mut15_1,gb|AIT76107.1|ARO:3002145|DHA-14,81.266,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76105.1|ARO:3002147|DHA-16_mut30_1,gb|CDL68900.1|ARO:3002143|DHA-12,66.223,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76105.1|ARO:3002147|DHA-16_mut45_1,gb|AIT76094.1|ARO:3002149|DHA-18,48.806,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76105.1|ARO:3002147|DHA-16_mut60_1,gb|AIT76109.1|ARO:3002153|DHA-22,34.262,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAL82592.1|ARO:3001094|SHV-36_mut15_1,gb|WP_122630870.1|ARO:3005243|SHV-215,86.972,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAL82592.1|ARO:3001094|SHV-36_mut30_1,gb|CAJ47129.2|ARO:3001128|SHV-74,70.979,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAL82592.1|ARO:3001094|SHV-36_mut45_1,gb|WP_104159136.1|ARO:3005240|SHV-224,59.091,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAL82592.1|ARO:3001094|SHV-36_mut60_1,gb|AAG01039.1|ARO:3001085|SHV-27,38.224,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ADP20705.1|ARO:3001373|TEM-182_mut15_1,gb|AAL29435.1|ARO:3000950|TEM-83,84.266,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADP20705.1|ARO:3001373|TEM-182_mut30_1,gb|AAL29435.1|ARO:3000950|TEM-83,67.018,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADP20705.1|ARO:3001373|TEM-182_mut45_1,gb|AHJ78622.1|ARO:3001393|TEM-216,60.915,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADP20705.1|ARO:3001373|TEM-182_mut60_1,gb|AGZ20205.1|ARO:3001382|TEM-205,44.245,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAB14620.1|ARO:3002627|aadK_mut15_1,gb|AHE40557.1|ARO:3002626|ANT(6)-Ia,50.179,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAB14620.1|ARO:3002627|aadK_mut30_1,gb|CBH51824.1|ARO:3002629|ANT(6)-Ib,43.561,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAB14620.1|ARO:3002627|aadK_mut45_1,gb|CBH51824.1|ARO:3002629|ANT(6)-Ib,35.145,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAB14620.1|ARO:3002627|aadK_mut60_1,gb|AHE40557.1|ARO:3002626|ANT(6)-Ia,27.599,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAC17627.1|ARO:3002520|OCH-7_mut15_1,gb|CAC17626.1|ARO:3002519|OCH-6,81.538,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAC17627.1|ARO:3002520|OCH-7_mut30_1,gb|CAC17626.1|ARO:3002519|OCH-6,66.154,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAC17627.1|ARO:3002520|OCH-7_mut45_1,gb|CAC17622.1|ARO:3002515|OCH-2,55.039,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAC17627.1|ARO:3002520|OCH-7_mut60_1,gb|CAC17626.1|ARO:3002519|OCH-6,39.314,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAA88908.1|ARO:3002402|OXY-2-7_mut15_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,84.828,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA88908.1|ARO:3002402|OXY-2-7_mut30_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,69.896,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA88908.1|ARO:3002402|OXY-2-7_mut45_1,gb|AAL78281.2|ARO:3002398|OXY-2-3,56.552,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA88908.1|ARO:3002402|OXY-2-7_mut60_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,44.326,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABC84263.1|ARO:3001704|OXA-87_mut15_1,gb|ABF50983.1|ARO:3001437|OXA-67,83.577,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABC84263.1|ARO:3001704|OXA-87_mut30_1,gb|AAZ78361.1|ARO:3001703|OXA-86,71.429,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABC84263.1|ARO:3001704|OXA-87_mut45_1,gb|ABF50983.1|ARO:3001437|OXA-67,53.558,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABC84263.1|ARO:3001704|OXA-87_mut60_1,gb|AAZ78361.1|ARO:3001703|OXA-86,37.828,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39338.1|ARO:3001845|ACT-25_mut15_1,gb|WP_048209719.1|ARO:3006264|ACT-69,85.789,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39338.1|ARO:3001845|ACT-25_mut30_1,gb|AIT76096.1|ARO:3001851|ACT-31,68.421,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39338.1|ARO:3001845|ACT-25_mut45_1,gb|AHA80105.1|ARO:3001841|ACT-20,51.444,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39338.1|ARO:3001845|ACT-25_mut60_1,gb|WP_045347148.1|ARO:3006269|ACT-75,42.67,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAU89706.1|ARO:3002464|LEN-16_mut15_1,gb|AAU25807.1|ARO:3002456|LEN-5,85.263,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAU89706.1|ARO:3002464|LEN-16_mut30_1,gb|CTQ12020.1|ARO:3004840|LEN-34,72.028,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAU89706.1|ARO:3002464|LEN-16_mut45_1,gb|AYW19907.1|ARO:3004847|LEN-51,59.441,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAU89706.1|ARO:3002464|LEN-16_mut60_1,gb|CTQ12020.1|ARO:3004840|LEN-34,39.245,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19607.1|ARO:3002426|OKP-A-9_mut15_1,gb|CAG25812.2|ARO:3002418|OKP-A-1,83.566,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19607.1|ARO:3002426|OKP-A-9_mut30_1,gb|CAP12353.2|ARO:3002428|OKP-A-11,67.266,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19607.1|ARO:3002426|OKP-A-9_mut45_1,gb|CAJ19601.1|ARO:3002421|OKP-A-4,55.16,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAL78161.1|ARO:3002410|OXY-4-1_mut15_1,gb|CAI43417.1|ARO:3002411|OXY-5-1,84.828,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAL78161.1|ARO:3002410|OXY-4-1_mut30_1,gb|CAI43417.1|ARO:3002411|OXY-5-1,64.828,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAL78161.1|ARO:3002410|OXY-4-1_mut45_1,gb|CAI43419.1|ARO:3002412|OXY-5-2,50.877,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAL78161.1|ARO:3002410|OXY-4-1_mut60_1,gb|CAI43419.1|ARO:3002412|OXY-5-2,38.989,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06590.1|ARO:3001123|SHV-69_mut15_1,gb|AEK48094.1|ARO:3001159|SHV-110,85.263,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06590.1|ARO:3001123|SHV-69_mut30_1,gb|AAG15384.1|ARO:3001086|SHV-28,68.531,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06590.1|ARO:3001123|SHV-69_mut45_1,gb|CAQ03507.1|ARO:3001156|SHV-107,52.632,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06590.1|ARO:3001123|SHV-69_mut60_1,gb|AFN20670.1|ARO:3001499|OXA-240,55.556,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAN84550.1|ARO:3002276|VIM-6_mut15_1,gb|AAG27703.1|ARO:3002273|VIM-3,84.586,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAN84550.1|ARO:3002276|VIM-6_mut30_1,gb|AAG27703.1|ARO:3002273|VIM-3,69.925,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAN84550.1|ARO:3002276|VIM-6_mut45_1,gb|AGC50806.1|ARO:3002306|VIM-36,57.519,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAN84550.1|ARO:3002276|VIM-6_mut60_1,gb|AAS13761.1|ARO:3002280|VIM-10,44.186,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47138.2|ARO:3001137|SHV-83_mut15_1,gb|CEA29750.1|ARO:3003154|SHV-187,84.615,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47138.2|ARO:3001137|SHV-83_mut30_1,gb|WP_122630839.1|ARO:3005253|SHV-202,71.579,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47138.2|ARO:3001137|SHV-83_mut45_1,gb|WP_122630839.1|ARO:3005253|SHV-202,48.763,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47138.2|ARO:3001137|SHV-83_mut60_1,gb|WP_063864668.1|ARO:3005239|SHV-193,42.308,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89917.1|ARO:3001812|OXA-54_mut15_1,gb|ASF15667.1|ARO:3001501|OXA-252,76.981,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89917.1|ARO:3001812|OXA-54_mut30_1,gb|ALI16502.1|ARO:3003641|OXA-484,63.258,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89917.1|ARO:3001812|OXA-54_mut45_1,gb|ALI16502.1|ARO:3003641|OXA-484,52.652,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89917.1|ARO:3001812|OXA-54_mut60_1,gb|AKR53961.1|ARO:3003595|OXA-439,38.521,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19619.1|ARO:3002443|OKP-B-10_mut15_1,gb|AAV80715.1|ARO:3002446|OKP-B-13,83.158,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19619.1|ARO:3002443|OKP-B-10_mut30_1,gb|AAV80715.1|ARO:3002446|OKP-B-13,71.277,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19619.1|ARO:3002443|OKP-B-10_mut45_1,gb|AAV80715.1|ARO:3002446|OKP-B-13,56.643,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19619.1|ARO:3002443|OKP-B-10_mut60_1,gb|ADR80609.1|ARO:3001169|SHV-122,33.217,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su_mut15_1,gb|AAC46343.1|ARO:3002581|AAC(6')-Ib10,88.372,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su_mut30_1,gb|AAC46343.1|ARO:3002581|AAC(6')-Ib10,70.349,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su_mut45_1,gb|AZK52946.1|ARO:3005118|AAC(6')-Ib-cr8,52.047,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su_mut60_1,gb|ACS44715.1|ARO:3002576|AAC(6')-Ib3,46.667,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76795.1|ARO:3000893|TEM-22_mut15_1,gb|WP_085562398.1|ARO:3005257|TEM-226,84.615,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76795.1|ARO:3000893|TEM-22_mut30_1,gb|AAL29435.1|ARO:3000950|TEM-83,71.329,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76795.1|ARO:3000893|TEM-22_mut45_1,gb|ABD60314.1|ARO:3001005|TEM-142,60.0,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76795.1|ARO:3000893|TEM-22_mut60_1,gb|AAC05975.1|ARO:3000929|TEM-60,46.643,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAM92461.1|ARO:3002680|catB8_mut15_1,gb|CAA11473.1|ARO:3002678|Paer_catB6,76.555,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAM92461.1|ARO:3002680|catB8_mut30_1,gb|CAA11473.1|ARO:3002678|Paer_catB6,64.762,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAM92461.1|ARO:3002680|catB8_mut45_1,gb|CAA11473.1|ARO:3002678|Paer_catB6,55.665,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAM92461.1|ARO:3002680|catB8_mut60_1,gb|CAA11473.1|ARO:3002678|Paer_catB6,36.923,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06589.1|ARO:3001122|SHV-67_mut15_1,gb|AHA80959.1|ARO:3001357|SHV-173,82.867,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06589.1|ARO:3001122|SHV-67_mut30_1,gb|BAF95849.1|ARO:3001160|SHV-111,67.133,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06589.1|ARO:3001122|SHV-67_mut45_1,gb|AFQ23966.1|ARO:3001199|SHV-160,57.343,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06589.1|ARO:3001122|SHV-67_mut60_1,gb|ACM04459.1|ARO:3001158|SHV-109,43.893,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAI94487.1|ARO:3001177|SHV-133_mut15_1,gb|WP_122630872.1|ARO:3005250|SHV-217,82.517,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAI94487.1|ARO:3001177|SHV-133_mut30_1,gb|AFQ32277.1|ARO:3001344|SHV-143,70.175,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAI94487.1|ARO:3001177|SHV-133_mut45_1,gb|WP_109232473.1|ARO:3005224|SHV-220,61.189,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAI94487.1|ARO:3001177|SHV-133_mut60_1,gb|CAJ47136.2|ARO:3001135|SHV-81,42.308,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAC83905.2|ARO:3001612|OXA-51_mut15_1,gb|AHI63011.1|ARO:3001552|OXA-365,82.418,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAC83905.2|ARO:3001612|OXA-51_mut30_1,gb|AEL88491.1|ARO:3001669|OXA-223,71.691,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAC83905.2|ARO:3001612|OXA-51_mut45_1,gb|AJD07406.1|ARO:3001602|OXA-411,57.353,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAC83905.2|ARO:3001612|OXA-51_mut60_1,gb|AFO55202.1|ARO:3001680|OXA-242,37.97,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACH59002.1|ARO:3002483|LRA-5_mut15_1,gb|AAP97895.1|ARO:3005111|blaS1,28.458,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACH59002.1|ARO:3002483|LRA-5_mut30_1,gb|CAM88398.1|ARO:3002370|VEB-1,27.509,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACA34343.1|ARO:3002314|KPC-4_mut15_1,gb|ABY91240.1|ARO:3002315|KPC-5,85.274,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ACA34343.1|ARO:3002314|KPC-4_mut30_1,gb|AGF70638.1|ARO:3002325|KPC-15,72.014,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ACA34343.1|ARO:3002314|KPC-4_mut45_1,gb|ACB71165.1|ARO:3002316|KPC-6,57.292,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACA34343.1|ARO:3002314|KPC-4_mut60_1,gb|AUD37084.1|ARO:3005365|KPC-33,40.476,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47916.1|ARO:3001628|OXA-93_mut15_1,gb|AGV04655.1|ARO:3001715|OXA-259,90.476,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47916.1|ARO:3001628|OXA-93_mut30_1,gb|AHL30281.1|ARO:3001569|OXA-383,69.597,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47916.1|ARO:3001628|OXA-93_mut45_1,gb|AIS39034.1|ARO:3001587|OXA-401,54.579,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47916.1|ARO:3001628|OXA-93_mut60_1,gb|AHI63011.1|ARO:3001552|OXA-365,45.221,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADK11041.1|ARO:3001954|CTX-M-94_mut15_1,gb|CBW46935.1|ARO:3001959|CTX-M-100,86.942,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADK11041.1|ARO:3001954|CTX-M-94_mut30_1,gb|CBW46935.1|ARO:3001959|CTX-M-100,74.914,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADK11041.1|ARO:3001954|CTX-M-94_mut45_1,gb|CBW46935.1|ARO:3001959|CTX-M-100,57.439,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADK11041.1|ARO:3001954|CTX-M-94_mut60_1,gb|AHY20039.1|ARO:3002009|CTX-M-152,40.942,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABS12248.1|ARO:3002040|CMY-29_mut15_1,gb|AIZ48988.1|ARO:3003129|CMY-121,86.842,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABS12248.1|ARO:3002040|CMY-29_mut30_1,gb|ARQ85812.1|ARO:3005218|CMY-153,70.588,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABS12248.1|ARO:3002040|CMY-29_mut45_1,gb|WP_085562396.1|ARO:3005190|CMY-149,59.211,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ABS12248.1|ARO:3002040|CMY-29_mut60_1,gb|WP_075985684.1|ARO:3005197|CMY-145,36.772,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAC46344.1|ARO:3001408|OXA-13_mut15_1,gb|AAF72942.1|ARO:3001423|OXA-28,84.211,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAC46344.1|ARO:3001408|OXA-13_mut30_1,gb|ADV41666.1|ARO:3001475|OXA-183,71.212,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAC46344.1|ARO:3001408|OXA-13_mut45_1,gb|AAR32651.1|ARO:3001795|OXA-56,59.023,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAC46344.1|ARO:3001408|OXA-13_mut60_1,gb|AAF72942.1|ARO:3001423|OXA-28,40.152,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAP43508.1|ARO:3001892|CTX-M-30_mut15_1,gb|CAA71321.1|ARO:3001866|CTX-M-3,82.131,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAP43508.1|ARO:3001892|CTX-M-30_mut30_1,gb|ABW86620.2|ARO:3001941|CTX-M-80,69.072,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAP43508.1|ARO:3001892|CTX-M-30_mut45_1,gb|ABC18328.3|ARO:3001916|CTX-M-54,55.326,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAQ02518.1|ARO:3003182|NDM-13_mut15_1,gb|AYP70146.1|ARO:3004870|NDM-27,81.111,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAQ02518.1|ARO:3003182|NDM-13_mut30_1,gb|AKF43458.1|ARO:3003663|NDM-15,72.963,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAQ02518.1|ARO:3003182|NDM-13_mut45_1,gb|AKF43458.1|ARO:3003663|NDM-15,55.926,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAQ02518.1|ARO:3003182|NDM-13_mut60_1,gb|AYP70146.1|ARO:3004870|NDM-27,38.951,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42486.1|ARO:3001937|CTX-M-76_mut15_1,gb|AAC32890.1|ARO:3001868|CTX-M-5,86.254,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42486.1|ARO:3001937|CTX-M-76_mut30_1,gb|ACS32294.1|ARO:3001936|CTX-M-75,65.862,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42486.1|ARO:3001937|CTX-M-76_mut45_1,gb|AAC32890.1|ARO:3001868|CTX-M-5,60.417,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42486.1|ARO:3001937|CTX-M-76_mut60_1,gb|AAK32961.1|ARO:3001879|CTX-M-16,35.274,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAB19430.2|ARO:3002242|CARB-3_mut15_1,gb|AAA25741.1|ARO:3002241|CARB-2,82.578,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAB19430.2|ARO:3002242|CARB-3_mut30_1,gb|AAK96394.1|ARO:3002240|CARB-1,70.035,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAB19430.2|ARO:3002242|CARB-3_mut45_1,gb|AAA25741.1|ARO:3002241|CARB-2,55.903,40_to_70,antibiotic inactivation,antibiotic inactivation,1
